team,roster_position,broad_group,group_source,bio_group,unit,depth,player,class,is_transfer,redshirt,projected_slot
Washington,WR-Z,WR,label,WR,OFF,2,Jordan Clay,FR,False,False,5.0
BYU,DT,DT,label,DT,DEF,2,Ulavai Fetuli,FR,False,True,4.0
BYU,SLB,LB,label,,DEF,2,Ace Kaufusi,JR,False,True,3.0
Nevada,LG,IOL,label,,OFF,2,Elias Justice,JR,True,False,7.0
Florida State,DE,EDGE,label,EDGE,DEF,2,Darryll Desir,SO,False,False,3.0
Florida State,JACK,EDGE,default,LB,DEF,2,Jalen Anderson,JR,True,False,4.0
Florida State,NT,DT,label,DT,DEF,2,Jordan Sanders,SR,True,True,3.0
Florida State,DT,DT,label,DT,DEF,2,Deante McCray,SR,True,True,4.0
Florida State,WLB,LB,label,LB,DEF,2,Blake Nichelson,SR,False,False,3.0
Florida State,MLB,LB,label,LB,DEF,2,Omar Graham Jr.,SR,False,True,4.0
Nebraska,LCB,CB,label,CB,DEF,2,Danny Odem III,FR,False,False,3.0
Nebraska,RCB,CB,label,CB,DEF,2,Victor Evans III,SR,True,False,4.0
Nebraska,SS,SAF,label,SAF,DEF,2,Rex Guthrie,SO,False,True,4.0
Nebraska,FS,SAF,label,SAF,DEF,2,Caleb Benning,SO,False,True,5.0
Nebraska,NB,CB,default,,DEF,2,Mario Buford,SO,False,True,6.0
Nebraska,NT,DT,label,DT,DEF,2,Sua Lefotu,JR,False,True,3.0
Nebraska,DT,DT,label,DT,DEF,2,Jahsear Whittington,SO,True,True,4.0
Utah State,FS,SAF,label,SAF,DEF,2,David Kabongo,SO,True,True,5.0
Wake Forest,WLB,LB,label,LB,DEF,2,Tylan McNichols,JR,True,False,3.0
Wake Forest,MLB,LB,label,LB,DEF,2,Buom Jock,JR,True,True,4.0
Wake Forest,LCB,CB,label,CB,DEF,2,Travon West,JR,False,True,3.0
Wake Forest,RCB,CB,label,CB,DEF,2,Ashaad Williams,SR,True,True,4.0
Wake Forest,SS,SAF,label,SAF,DEF,2,Joshua Patterson,FR,True,True,4.0
Nevada,WR-X,WR,label,WR,OFF,2,Donnie Cheers,JR,True,True,4.0
Nevada,WR-Z,WR,label,WR,OFF,2,Jaceon Doss,SR,True,True,5.0
Nevada,WR-SL,WR,label,WR,OFF,2,Daijon Calimon,SO,False,True,6.0
Nevada,LT,OT,label,,OFF,2,Max Zuro,FR,False,False,6.0
South Carolina,RT,OT,label,,OFF,2,Armando Nieves,SR,True,True,10.0
South Alabama,FCB,CB,label,CB,DEF,2,Cube Gurley,SO,False,True,2.0
South Alabama,BCB,CB,label,CB,DEF,2,Tre Webb III,JR,True,True,2.0
South Carolina,WR-X,WR,label,WR,OFF,2,Donovan Murph,SO,False,False,4.0
South Carolina,WR-Z,WR,label,,OFF,2,DJ Black,SR,True,True,5.0
South Carolina,WR-SL,WR,label,WR,OFF,2,Jayden Sellers,SO,False,False,6.0
Nevada,QB,QB,label,QB,OFF,2,Luke Duncan,JR,True,True,2.0
Nevada,RB,RB,label,RB,OFF,2,Dominic Kelley,SO,False,False,2.0
App State,WR-X,WR,label,WR,OFF,2,Nate Branch,SO,True,True,4.0
App State,WR-Z,WR,label,WR,OFF,2,Dazmin James,JR,True,True,5.0
App State,WR-SL,WR,label,WR,OFF,2,Doopah Coleman,SO,False,False,6.0
BYU,MLB,LB,label,LB,DEF,2,Miles Hall,JR,False,True,4.0
BYU,LCB,CB,label,CB,DEF,2,Jordyn Criss,FR,False,True,3.0
BYU,RCB,CB,label,CB,DEF,2,Jayven Williams,SR,True,True,4.0
South Alabama,DT,DT,label,,DEF,2,Tyler Carter,SO,False,True,4.0
South Alabama,NT,DT,label,,DEF,2,Rodney Hunter,JR,True,False,3.0
South Alabama,MLB,LB,label,LB,DEF,2,Terry Kirksey Jr.,SR,True,True,4.0
South Alabama,WLB,LB,label,EDGE,DEF,2,William Felton IV,SO,False,True,3.0
South Alabama,FS,SAF,label,SAF,DEF,2,Kohl Bradley,FR,False,True,5.0
South Alabama,NB,CB,bio,CB,DEF,2,Jayvon Henderson,SR,True,True,3.0
South Alabama,SS,SAF,label,SAF,DEF,2,Kam Robinson,SR,True,False,4.0
Utah State,SS,SAF,label,SAF,DEF,2,Charger Doty,SO,False,False,4.0
Arizona State,MLB,LB,label,LB,DEF,2,Prayer Young-Blackgoat,SO,False,True,4.0
South Alabama,QB,QB,label,QB,OFF,2,Jared Hollins,SO,False,True,2.0
South Alabama,RB,RB,label,RB,OFF,2,Keenan Phillips,JR,True,False,1.0
Nevada,NB,CB,default,,DEF,2,Zion Jones,JR,True,True,6.0
Nevada,LDE,EDGE,label,EDGE,DEF,2,Brandon Amaniampong,JR,True,True,3.0
Nevada,RDE,EDGE,label,EDGE,DEF,2,Kameron Brown,FR,False,True,4.0
Nevada,NT,DT,label,DT,DEF,2,James Gillespie,SR,True,True,3.0
Nevada,DT,DT,label,,DEF,2,Tanner Vaughan,SR,True,True,4.0
Nevada,WLB,LB,label,LB,DEF,2,Poasa Utu,JR,True,True,3.0
Florida State,TE,TE,label,TE,OFF,2,Landen Thomas,JR,False,False,2.0
Florida State,QB,QB,label,QB,OFF,2,Kevin Sperry,FR,False,True,2.0
Florida State,RB,RB,label,RB,OFF,2,Ousmane Kromah,SO,False,False,2.0
Nevada,C,IOL,label,,OFF,2,Ethan Lowell,SO,False,True,8.0
Nevada,RG,IOL,label,,OFF,2,Tyler Miller,SO,False,True,9.0
Nevada,RT,OT,label,,OFF,2,Henry Sellards,SO,False,True,10.0
Nevada,TE,TE,label,TE,OFF,2,Jayden O'Rourke,SR,False,False,2.0
Florida State,RT,OT,label,,OFF,2,Chimdia Nwaiwu,JR,True,True,9.0
Nevada,MLB,LB,label,LB,DEF,2,Jake Silverman,SO,False,False,4.0
Nevada,LCB,CB,label,,DEF,2,Selman Bridges,SO,True,True,3.0
Nevada,RCB,CB,label,,DEF,2,Cooper Wilson,JR,True,True,4.0
Nevada,SS,SAF,label,,DEF,2,Isaiah Jordan,FR,False,True,4.0
Nevada,FS,SAF,label,,DEF,2,Larry Turner-Gooden,SR,True,True,5.0
Utah State,NB,CB,default,,DEF,2,Bobby Arnold,SR,True,True,6.0
Utah State,LOLB,EDGE,bio,EDGE,DEF,2,Adonis Jackson,SR,True,False,2.0
Utah State,QB,QB,label,QB,OFF,2,Kaleb Maryland,FR,False,False,2.0
Utah State,RB,RB,label,RB,OFF,2,Sesi Vailahi,JR,True,True,2.0
Utah State,FB,RB,label,RB,OFF,2,Stockton Pyne,SO,False,True,2.0
Utah State,DE,EDGE,label,DT,DEF,2,Kasen Long,SO,True,True,2.0
Utah State,NT,DT,label,DT,DEF,2,Quincy Wright,SR,True,True,3.0
Utah State,DT,DT,label,LB,DEF,2,Ronnie Mageo,SR,True,True,4.0
Utah State,LILB,LB,label,LB,DEF,2,Asher Cunningham,JR,True,True,3.0
Arizona State,WLB,LB,label,LB,DEF,2,Zyrus Fiaseu,SR,True,True,3.0
California,WR-SL,WR,label,WR,OFF,2,QuaRon Adams,SR,True,True,6.0
New Mexico,TE,TE,label,TE,OFF,2,Simon Mapa,SR,True,False,2.0
New Mexico,QB,QB,label,QB,OFF,2,Luke Moga,SO,True,True,2.0
New Mexico,RB,RB,label,RB,OFF,2,Cameron Mathews,FR,True,True,2.0
New Mexico,WR-X,WR,label,WR,OFF,2,Shawn Miller,SR,True,True,4.0
New Mexico,WR-Z,WR,label,WR,OFF,2,Massiah Mingo,FR,False,False,5.0
New Mexico,WR-SL,WR,label,WR,OFF,2,Evan Wysong,JR,False,True,6.0
New Mexico,LT,OT,label,,OFF,2,Markus Fetcho,SO,True,False,6.0
New Mexico,C,IOL,label,,OFF,2,JoJo Matautia,FR,False,True,7.0
New Mexico,RT,OT,label,,OFF,2,Tevin Shaw,SR,True,True,8.0
Florida State,WR-X,WR,label,WR,OFF,2,Tae'Shaun Gelsey,FR,False,True,4.0
Florida State,WR-Z,WR,label,WR,OFF,2,Devin Carter,FR,False,False,5.0
Florida State,WR-SL,WR,label,WR,OFF,2,Jasen Lopez,FR,False,False,6.0
Florida State,LT,OT,label,,OFF,2,Jonathan Daniels,SO,False,True,6.0
Florida State,C,IOL,label,,OFF,2,Chavez Thompson,FR,False,True,7.0
Florida State,RG,IOL,label,,OFF,2,Jayden Todd,SO,False,True,8.0
App State,LG,IOL,label,,OFF,2,Danny Stevens,JR,False,True,7.0
App State,RG,IOL,label,,OFF,2,Lance Williams,JR,True,True,8.0
App State,RT,OT,label,,OFF,2,Mac Walters,SR,True,True,9.0
Florida International,LCB,CB,label,CB,DEF,2,Tyderick Brown,SO,True,True,3.0
Florida International,RCB,CB,label,CB,DEF,2,Jai-Ayviauynn Celestine,SR,True,True,4.0
Florida International,SS,SAF,label,SAF,DEF,2,Ormond Wallace,SR,True,False,4.0
Florida International,FS,SAF,label,SAF,DEF,2,Wesley Miller,SR,True,True,5.0
Florida International,NB,CB,default,,DEF,2,DeAndre Boykins,SR,True,True,6.0
South Alabama,DE,EDGE,label,EDGE,DEF,2,E'Mauri Smiley,SO,False,False,5.0
South Alabama,EDGE,EDGE,label,EDGE,DEF,2,Tre'Mon Henry,JR,True,True,4.0
BYU,ROVER,SAF,default,,DEF,2,Jake Clifton,JR,True,False,5.0
BYU,SS,SAF,label,SAF,DEF,2,Matthias Leach,SO,False,True,6.0
BYU,FS,SAF,label,SAF,DEF,2,Jarinn Kalama,SO,False,True,7.0
BYU,NB,CB,default,,DEF,2,Tommy Prassas,JR,False,False,8.0
California,WR-X,WR,label,WR,OFF,2,Jordan King,SR,False,True,4.0
California,WR-Z,WR,label,WR,OFF,2,Mark Hamper,JR,True,True,5.0
SMU,SS,SAF,label,SAF,DEF,2,Sael Reyes,SO,False,False,4.0
SMU,FS,SAF,label,SAF,DEF,2,Abdul Muhammad,JR,False,True,5.0
SMU,NB,SAF,bio,,DEF,2,La'Modrick Spencer,SR,True,False,6.0
New Mexico,LDE,EDGE,label,EDGE,DEF,2,Jalen Charles,SO,True,True,3.0
New Mexico,RDE,EDGE,label,EDGE,DEF,2,Elijah Brody,JR,False,False,4.0
New Mexico,NT,DT,label,DT,DEF,2,Jalen McIver,JR,True,False,3.0
New Mexico,DT,DT,label,DT,DEF,2,AJ Robinson,JR,True,True,4.0
Florida International,WLB,LB,label,LB,DEF,2,Pickle Stewart,SO,True,True,3.0
Florida International,MLB,LB,label,LB,DEF,2,Brayshawn Littlejohn,JR,True,True,4.0
Wake Forest,FS,SAF,label,SAF,DEF,2,Myles Turpin,JR,False,False,5.0
Wake Forest,RB,RB,label,RB,OFF,2,KD Daniels,SO,True,True,2.0
Wake Forest,DE,EDGE,label,EDGE,DEF,2,Tyler Walton,JR,False,True,3.0
Wake Forest,RUSH,EDGE,bio,,DEF,2,Camden Hardy,SO,False,True,4.0
Wake Forest,NT,DT,label,DT,DEF,2,Sydir Mitchell,JR,True,True,3.0
Wake Forest,DT,DT,label,DT,DEF,2,Matt Herron,SR,True,True,4.0
App State,LT,OT,label,,OFF,2,Kamron Burris,JR,True,True,6.0
Florida International,RDE,EDGE,label,EDGE,DEF,2,Robert Williams,SO,False,True,4.0
Florida International,NT,DT,label,DT,DEF,2,Elijah Simmons,SR,True,True,3.0
Florida International,DT,DT,label,DT,DEF,2,Jamorie Flagg,SO,True,True,4.0
New Mexico,WLB,LB,label,LB,DEF,2,C.J. Johnson,JR,True,True,3.0
New Mexico,MLB,LB,label,LB,DEF,2,Clay Martineau,SO,True,True,4.0
New Mexico,LCB,CB,label,CB,DEF,2,Jahmir Torres,SO,False,False,3.0
New Mexico,RCB,CB,label,CB,DEF,2,Eric McClain,JR,True,False,4.0
New Mexico,SS,SAF,label,SAF,DEF,2,Will Hicks,JR,True,True,4.0
New Mexico,FS,SAF,label,SAF,DEF,2,CJ McBean,SO,False,False,5.0
New Mexico,NB,CB,default,,DEF,2,Kevin Longstreet,JR,True,True,6.0
South Alabama,WR-X,WR,label,WR,OFF,2,Micah Woods,SR,True,True,1.0
South Alabama,WR-Z,WR,label,WR,OFF,2,Khatori Marion,FR,False,False,5.0
South Alabama,LT,OT,label,,OFF,2,Shalik Hubbard,SR,True,True,4.0
South Alabama,TE,TE,label,TE,OFF,2,Everett Hunter,SR,True,True,2.0
SMU,LCB,CB,label,CB,DEF,2,Jaelyn Davis-Robinson,SR,True,True,3.0
SMU,RCB,CB,label,CB,DEF,2,William Nettles,SO,False,True,4.0
New Mexico State,WR-Z,WR,label,WR,OFF,2,Lyndon Ravare,SR,True,False,5.0
New Mexico State,WR-SL,WR,label,WR,OFF,2,Terrione Graves,JR,True,True,6.0
New Mexico State,LT,OT,label,,OFF,2,Gavin Jones,FR,False,True,6.0
New Mexico State,LG,IOL,label,,OFF,2,Luke Moise,JR,True,False,7.0
New Mexico State,C,IOL,label,,OFF,2,Caleb Pyfrom,SO,True,True,8.0
New Mexico State,RG,IOL,label,,OFF,2,Tyler Keinath,GR,True,False,9.0
Florida International,LDE,EDGE,label,EDGE,DEF,2,DeeJay Holmes Jr.,JR,True,True,3.0
South Alabama,WR-SL,WR,label,WR,OFF,2,Jeremiah Jones-Thomas,SO,False,False,6.0
California,LT,OT,label,,OFF,2,Frederick Williams III,JR,False,True,6.0
California,LG,IOL,label,,OFF,2,Kahlee Tafai,JR,True,True,7.0
California,C,IOL,label,,OFF,2,Lamar Robinson,SR,True,True,8.0
California,RG,IOL,label,,OFF,2,Ashton Rivera,SR,True,True,9.0
California,RT,OT,label,,OFF,2,Mykeal Rabess,JR,True,True,10.0
California,TE,TE,label,TE,OFF,2,Mason Mini,JR,True,True,2.0
SMU,LDT,DT,label,,DEF,2,Christian Davis,JR,True,True,3.0
SMU,RDT,DT,label,,DEF,2,Woo Spencer,JR,True,True,4.0
California,QB,QB,label,QB,OFF,2,Jackson Brousseau,JR,True,True,2.0
California,RB,RB,label,RB,OFF,2,Ashten Emory,SO,True,True,2.0
Wake Forest,LT,OT,label,,OFF,2,Tolu Olajide,SR,True,True,6.0
Wake Forest,LG,IOL,label,,OFF,2,Ja'Marion Kennedy,JR,True,True,7.0
Wake Forest,C,IOL,label,,OFF,2,Devin McRae,JR,False,True,8.0
Wake Forest,RG,IOL,label,,OFF,2,Jack Hines,SO,False,True,9.0
Wake Forest,RT,OT,label,,OFF,2,Elliot Demaine,FR,False,True,10.0
Wake Forest,TE,TE,label,TE,OFF,2,Landon Morris,SR,True,True,2.0
Wake Forest,QB,QB,label,QB,OFF,2,Steele Pizzella,FR,False,True,2.0
Florida International,QB,QB,label,QB,OFF,2,Zach Marker,GR,True,False,2.0
Florida International,RB,RB,label,RB,OFF,2,Devonte Lyons,SO,False,True,2.0
New Mexico State,RT,OT,label,,OFF,2,Merrick Becerra,SO,True,True,10.0
New Mexico State,TE,TE,label,TE,OFF,2,Jerry Lydiatt,JR,False,True,2.0
New Mexico State,QB,QB,label,QB,OFF,2,Adam Damante,JR,True,True,2.0
New Mexico State,RB,RB,label,RB,OFF,2,Dijon Stanley,SR,True,False,2.0
New Mexico State,WR-X,WR,label,WR,OFF,2,Myles Libman,JR,True,True,4.0
SMU,C,IOL,label,,OFF,2,Graham Uter,SO,False,True,8.0
SMU,RG,IOL,label,,OFF,2,Abel Hoopii,SO,False,False,9.0
New Mexico State,LDE,EDGE,label,EDGE,DEF,2,Demanuel Brown,JR,True,True,3.0
New Mexico State,RDE,EDGE,label,EDGE,DEF,2,Obinna Okeke,JR,True,True,4.0
New Mexico State,LDT,DT,label,,DEF,2,Enzo-Pierre Tayou,SR,True,True,3.0
New Mexico State,RDT,DT,label,,DEF,2,Jeremiah Sandiford,SR,True,False,4.0
Florida International,TE,TE,label,TE,OFF,2,Kevin Schaeffer,GR,True,False,2.0
App State,TE,TE,label,TE,OFF,2,Dillon Galloway,SO,False,False,2.0
App State,QB,QB,label,QB,OFF,2,Henry Hasselbeck,SO,True,True,2.0
SMU,WLB,LB,label,LB,DEF,2,Jamal Anderson,JR,True,True,3.0
SMU,MLB,LB,label,LB,DEF,2,Brandon Miyazono,SR,False,False,4.0
SMU,TE,TE,label,TE,OFF,2,Randy Pittman Jr.,SR,True,False,2.0
SMU,QB,QB,label,QB,OFF,2,Ty Hawkins,FR,False,True,2.0
SMU,RB,RB,label,RB,OFF,2,Derrick McFall,SO,False,True,2.0
SMU,LDE,EDGE,label,EDGE,DEF,2,Jahkai Lang,JR,True,True,3.0
SMU,RDE,EDGE,label,EDGE,DEF,2,Trey Wilson,SR,True,False,4.0
Florida International,RG,IOL,label,,OFF,2,Spencer Webb,JR,True,True,9.0
Florida International,RT,OT,label,,OFF,2,Oscar Colon,SR,True,False,10.0
New Mexico State,WLB,LB,label,LB,DEF,2,Zaiden Davis,SO,False,False,3.0
New Mexico State,MLB,LB,label,LB,DEF,2,Fa'apaia Fualema,JR,True,False,4.0
New Mexico State,LCB,CB,label,CB,DEF,2,Lorenzo Smith,SR,True,False,3.0
New Mexico State,RCB,CB,label,CB,DEF,2,De'Marcus Peters,SR,True,True,4.0
New Mexico State,SS,SAF,label,SAF,DEF,2,DJ Cloyd,SR,True,False,4.0
New Mexico State,FS,SAF,label,SAF,DEF,2,RJ Chapman,SR,True,True,5.0
California,LDE,EDGE,label,,DEF,2,Jayden Williams,JR,True,False,3.0
California,RDE,EDGE,label,,DEF,2,Ashun Shepphard,SR,True,True,4.0
California,NT,DT,label,,DEF,2,Stanley Saole-McKenzie,SR,False,True,2.0
SMU,WR-X,WR,label,,OFF,2,Link Rhodes,SR,True,False,4.0
SMU,WR-Z,WR,label,WR,OFF,2,Carterrious Brown,FR,False,True,5.0
SMU,WR-SL,WR,label,,OFF,2,Jalen Hale,JR,True,True,6.0
SMU,LT,OT,label,,OFF,2,Sam Utu,FR,False,False,6.0
SMU,LG,IOL,label,,OFF,2,Drew Evers,FR,False,False,7.0
California,MLB,LB,label,LB,DEF,2,AJ Tuitele,FR,True,True,4.0
California,LCB,CB,label,CB,DEF,2,Marquis Groves-Killebrew,SR,True,True,3.0
California,RCB,CB,label,CB,DEF,2,Jae'on Young,FR,False,True,4.0
California,SS,SAF,label,SAF,DEF,2,Cam Sidney,SR,False,True,4.0
California,FS,SAF,label,SAF,DEF,2,Kingston Lopa,SO,True,True,5.0
North Carolina,RG,IOL,label,,OFF,2,Rowan Byrne,FR,True,True,8.0
North Carolina,RT,OT,label,,OFF,2,Brandon Homady,FR,True,True,9.0
North Carolina,TE,TE,label,TE,OFF,2,Shamar Easter,JR,True,True,2.0
North Carolina,WR-X,WR,label,WR,OFF,2,Madrid Tucker,FR,False,True,4.0
North Carolina,WR-Z,WR,label,WR,OFF,2,Nathan Leacock,JR,True,True,5.0
North Carolina,WR-SL,WR,label,WR,OFF,2,Dayton Sneed,JR,True,True,6.0
Florida International,WR-Z,WR,label,WR,OFF,2,Eric Nelson,SO,False,True,5.0
Florida International,WR-SL,WR,label,WR,OFF,2,Jojo Stone,SO,True,True,6.0
Florida International,LT,OT,label,,OFF,2,Nickolas Molina,SR,True,True,6.0
Florida International,LG,IOL,label,,OFF,2,Akeem Neal,SO,False,True,7.0
Florida International,C,IOL,label,,OFF,2,Jon Rodriguez,SO,False,True,8.0
Arizona State,LDT,DT,label,,DEF,2,Blazen Lono-Wong,SR,False,True,3.0
App State,RDE,EDGE,label,,DEF,2,Keaton Braddock,JR,True,False,4.0
App State,NT,DT,label,DT,DEF,2,Ki'Shawn Harvey,JR,True,True,3.0
Virginia Tech,SS,SAF,label,SAF,DEF,2,Sheldon Robinson,SO,False,False,4.0
Virginia Tech,FS,SAF,label,SAF,DEF,2,Jordan Bass,SR,True,False,5.0
Virginia Tech,NB,CB,bio,,DEF,2,Kenny Woseley Jr.,SO,True,True,6.0
Florida Atlantic,SS,SAF,label,SAF,DEF,2,Bo Simpson-Nealy,JR,True,True,4.0
Florida Atlantic,NB,SAF,bio,,DEF,2,Chris Tooley III,JR,False,True,5.0
Florida International,WR-X,WR,label,WR,OFF,2,Tyson Carter,SO,False,False,4.0
North Carolina,LT,OT,label,,OFF,2,Eidan Buchanan,SO,False,False,6.0
North Carolina,LG,IOL,label,,OFF,2,Jonah Rodriguez,JR,True,True,7.0
SMU,RT,OT,label,,OFF,2,Evan Goodwin,FR,False,False,10.0
San José State,SS,SAF,label,SAF,DEF,2,Charles Cox III,SR,True,False,7.0
San José State,LOLB,LB,default,,DEF,2,John Norwood,SR,False,True,2.0
San José State,ROLB,LB,default,LB,DEF,2,Malakai Hoeft,SR,True,True,2.0
California,WLB,LB,label,LB,DEF,2,Kamar Mothudi,SO,True,True,3.0
North Carolina,QB,QB,label,QB,OFF,2,Miles O'Neill,SO,True,True,2.0
North Carolina,RB,RB,label,RB,OFF,2,Benjamin Hall,JR,True,True,2.0
North Carolina,LDE,EDGE,label,EDGE,DEF,2,Jaylen Harvey,SO,True,True,3.0
North Carolina,RDE,EDGE,label,EDGE,DEF,2,Joseph Mupoyi,JR,True,True,4.0
Florida Atlantic,LCB,CB,label,CB,DEF,2,Derrick Rogers,JR,True,True,3.0
Florida Atlantic,RCB,CB,label,CB,DEF,2,Wallace Foster IV,SO,True,True,4.0
App State,RB,RB,label,RB,OFF,2,Jaquari Lewis,SO,False,False,2.0
App State,LDE,EDGE,label,,DEF,2,Caleb Pitts,SO,False,False,3.0
California,NB,CB,default,,DEF,2,Quimari Shemwell,JR,True,False,6.0
San José State,NT,DT,label,,DEF,2,Jayland McGlothen,JR,True,False,2.0
San José State,MLB,LB,label,LB,DEF,2,Naseri Danielson,JR,True,True,2.0
San José State,MLB,LB,label,LB,DEF,2,Viliami Lotoaniu,FR,False,False,7.0
San José State,WLB,LB,label,LB,DEF,2,Champ Kapanui,FR,False,True,3.0
San José State,LCB,CB,label,CB,DEF,2,Isaiah Buxton,SO,True,True,3.0
Arizona State,LDE,EDGE,label,EDGE,DEF,2,Roman Pitre,SR,True,True,3.0
Arizona State,RDE,EDGE,label,EDGE,DEF,2,Clayton Smith,GR,True,False,4.0
Virginia Tech,WLB,LB,label,LB,DEF,2,Antwone Santiago,SR,True,True,3.0
Virginia Tech,MLB,LB,label,LB,DEF,2,Keon Wylie,SR,True,True,4.0
Virginia Tech,LCB,CB,label,CB,DEF,2,Thomas Williams,JR,False,True,3.0
Virginia Tech,RCB,CB,label,CB,DEF,2,Cam Chadwick Jr.,JR,True,True,4.0
App State,DT,DT,label,,DEF,2,Aaron Clark,SO,True,True,4.0
North Carolina,NT,DT,label,DT,DEF,2,Xavier Lewis,SO,False,False,3.0
North Carolina,DT,DT,label,DT,DEF,2,Tarvorise Brown,JR,True,True,4.0
Arizona State,RDT,DT,label,DT,DEF,2,MyKeil Gardner,JR,True,True,4.0
Utah State,RILB,LB,label,SAF,DEF,2,Mataira Brown,JR,True,False,4.0
Utah State,LCB,CB,label,CB,DEF,2,Marcus McKenzie,JR,True,True,3.0
Utah State,RCB,CB,label,SAF,DEF,2,Kye Stokes,SR,True,True,4.0
San José State,RCB,CB,label,CB,DEF,2,Jonathan Watts,SO,True,True,4.0
San José State,QB,QB,label,QB,OFF,2,Robert McDaniel,FR,False,True,2.0
San José State,LDE,EDGE,label,EDGE,DEF,2,Etu Finau,SR,True,True,3.0
North Carolina,WLB,LB,label,LB,DEF,2,Jonathan Agumadu,SO,True,True,3.0
North Carolina,MLB,LB,label,LB,DEF,2,Timir Hickman-Collins,SO,True,True,4.0
Florida Atlantic,WLB,LB,label,LB,DEF,2,Khmari Johnson,SR,True,False,3.0
Florida Atlantic,MLB,LB,label,LB,DEF,2,Zyere Horton,SR,True,True,4.0
North Carolina,LCB,CB,label,CB,DEF,2,Jalon Thompson,JR,False,False,3.0
North Carolina,RCB,CB,label,CB,DEF,2,Reggie Love II,JR,False,True,4.0
Wake Forest,WR-X,WR,label,WR,OFF,2,Wondame Davis Jr.,SO,True,True,4.0
Wake Forest,WR-Z,WR,label,WR,OFF,2,Ny Carr,SO,True,True,5.0
Wake Forest,WR-SL,WR,label,WR,OFF,2,Drayden Dickmann,JR,True,True,6.0
Virginia Tech,LDT,DT,label,DT,DEF,2,Randy Adirika,FR,True,True,3.0
San José State,RDE,EDGE,label,EDGE,DEF,2,Noa Siaosi,JR,False,False,5.0
Utah State,ROLB,LB,bio,EDGE,DEF,2,James Jennette,GR,True,False,2.0
UTEP,WR-X,WR,label,WR,OFF,2,Jeremiah Nash,JR,True,False,4.0
UTEP,WR-Z,WR,label,WR,OFF,2,Rafeald Campbell,SO,False,True,5.0
UTEP,WR-SL,WR,label,WR,OFF,2,Royal Capell,SO,True,False,6.0
San José State,LG,IOL,label,,OFF,2,Mitchell Jones,SO,True,False,7.0
San José State,RG,IOL,label,,OFF,2,Simeon Afalava,SR,True,False,4.0
Virginia Tech,RDT,DT,label,DT,DEF,2,Eric Mensah,SO,True,True,4.0
North Carolina,FS,SAF,label,SAF,DEF,2,Peyton Waters,SO,True,True,5.0
North Carolina,NB,CB,default,,DEF,2,Tre Miller,JR,False,True,6.0
North Dakota State,WR-X,WR,label,WR,OFF,2,Logan Conklin,SO,False,True,4.0
North Dakota State,WR-Z,WR,label,WR,OFF,2,Chris Kiel,FR,False,True,5.0
North Dakota State,WR-F,WR,label,WR,OFF,2,Cade Osterman,JR,True,True,6.0
Florida Atlantic,RUSH,EDGE,default,,DEF,2,Jay Crable,JR,True,True,4.0
Florida Atlantic,NT,DT,label,DT,DEF,2,Enyce Sledge,SR,True,True,3.0
San José State,RT,OT,label,,OFF,2,Manuel Serna,SO,False,True,10.0
California,LOLB,LB,default,,DEF,2,Justin Beadles,SR,True,True,2.0
California,ROLB,LB,default,,DEF,2,Emmanuel Okoye,SO,True,True,2.0
Central Michigan,WR-X,WR,label,WR,OFF,2,Collin Payne,JR,True,True,4.0
Central Michigan,WR-Z,WR,label,,OFF,2,Justin Ruffin Jr.,FR,False,False,5.0
Central Michigan,LG,IOL,label,,OFF,2,Blake Schlegel,SR,True,False,7.0
San Diego State,SS,SAF,label,SAF,DEF,2,Josh Hunter,JR,False,True,7.0
San José State,WR-SL,WR,label,WR,OFF,2,Dominique McKenzie,SO,True,True,6.0
Florida Atlantic,DT,DT,label,DT,DEF,2,Wilky Denaud,JR,True,True,4.0
San Diego State,RCB,CB,label,CB,DEF,2,Jamison Starks,SO,True,False,4.0
San Diego State,FS,SAF,label,SAF,DEF,2,Isaiah Green,JR,True,True,2.0
San Diego State,NB,CB,bio,SAF,DEF,2,Josiah Cox,SR,True,False,3.0
Central Michigan,RG,IOL,label,,OFF,2,Blake Schlegel,SR,True,False,8.0
Arizona State,QB,QB,label,QB,OFF,2,Mikey Keene,SR,True,True,2.0
North Dakota State,LDT,DT,label,DT,DEF,2,Zach Vanderpool,SO,False,True,3.0
Florida Atlantic,TE,TE,label,TE,OFF,2,AJ Johnson,SR,True,True,2.0
Florida Atlantic,QB,QB,label,QB,OFF,2,Jordan Magwood,FR,False,True,2.0
Florida Atlantic,RB,RB,label,RB,OFF,2,Leonard Farrow,SR,True,True,2.0
Florida Atlantic,DE,EDGE,label,EDGE,DEF,2,Gavench Marcelin,JR,False,False,3.0
North Dakota State,LG,IOL,label,,OFF,2,Jack Liwienski,JR,False,True,6.0
North Dakota State,C,IOL,label,,OFF,2,Gage Schmidt,SO,False,True,7.0
North Dakota State,RG,IOL,label,,OFF,2,Nate Schneckloth,JR,False,True,8.0
North Dakota State,RT,OT,label,,OFF,2,Noah Stommes,SO,False,True,9.0
North Dakota State,TE,TE,label,TE,OFF,2,Kaden Zenzen,SR,False,True,2.0
North Carolina,SS,SAF,label,SAF,DEF,2,Javion Butts,FR,False,True,4.0
Central Michigan,RB,RB,label,,OFF,2,Nahree Biggins,SR,False,True,1.0
San Diego State,LDE,EDGE,label,,DEF,2,Djibril Rahman,JR,True,True,3.0
